timestamp,temp,dewPt,rh,wx_phrase
2023-06-06 02:56:00,19,17,87,Partly Cloudy
2023-06-06 03:56:00,19,17,90,Cloudy
2023-06-06 04:56:00,19,17,84,Mostly Cloudy
2023-06-06 05:56:00,19,17,84,Mostly Cloudy
2023-06-06 06:49:00,19,17,90,Thunder
2023-06-06 06:56:00,19,17,87,Thunder
2023-06-06 07:33:00,19,17,87,Partly Cloudy
2023-06-06 07:56:00,19,17,87,Mostly Cloudy
2023-06-06 08:56:00,19,17,87,Mostly Cloudy
2023-06-06 09:56:00,20,15,73,Mostly Cloudy
2023-06-06 10:56:00,21,15,68,Partly Cloudy
2023-06-06 11:56:00,23,16,66,Partly Cloudy
2023-06-06 12:56:00,24,18,67,Partly Cloudy
2023-06-06 13:56:00,27,20,67,Fair
2023-06-06 14:56:00,29,21,61,Partly Cloudy
2023-06-06 15:56:00,30,21,57,Partly Cloudy
2023-06-06 16:56:00,30,20,55,Partly Cloudy
2023-06-06 17:56:00,31,19,51,Partly Cloudy
2023-06-06 18:56:00,32,18,43,Partly Cloudy
2023-06-06 19:56:00,32,17,42,Mostly Cloudy
2023-06-06 20:56:00,31,17,44,Partly Cloudy
2023-06-06 21:56:00,29,18,53,Partly Cloudy
2023-06-06 22:56:00,28,19,58,Mostly Cloudy
2023-06-06 23:56:00,26,18,62,Mostly Cloudy
2023-06-07 00:56:00,25,18,64,Mostly Cloudy
2023-06-07 01:56:00,25,18,64,Mostly Cloudy
